Commit URL	Refactoring Type	Description	Relationship Type	CST Node before	CST Node After	Expected?	RefDiff 2.0	RefDiff 1.0	RMiner	Evaluators	Evaluators' classification
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.persistence.CustomMeasureTesting moved to org.sonar.server.measure.custom.persistence.CustomMeasureTesting	MOVE	{Class CustomMeasureTesting at server/sonar-server/src/test/java/org/sonar/server/custommeasure/persistence/CustomMeasureTesting.java:28}	{Class CustomMeasureTesting at server/sonar-server/src/test/java/org/sonar/server/measure/custom/persistence/CustomMeasureTesting.java:28})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.ws.CustomMeasuresWs moved to org.sonar.server.measure.custom.ws.CustomMeasuresWs	MOVE	{Class CustomMeasuresWs at server/sonar-server/src/main/java/org/sonar/server/custommeasure/ws/CustomMeasuresWs.java:25}	{Class CustomMeasuresWs at server/sonar-server/src/main/java/org/sonar/server/measure/custom/ws/CustomMeasuresWs.java:25})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.ws.CustomMeasuresWsAction moved to org.sonar.server.measure.custom.ws.CustomMeasuresWsAction	MOVE	{Interface CustomMeasuresWsAction at server/sonar-server/src/main/java/org/sonar/server/custommeasure/ws/CustomMeasuresWsAction.java:25}	{Interface CustomMeasuresWsAction at server/sonar-server/src/main/java/org/sonar/server/measure/custom/ws/CustomMeasuresWsAction.java:25})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.ws.CustomMeasuresWsModule moved to org.sonar.server.measure.custom.ws.CustomMeasuresWsModule	MOVE	{Class CustomMeasuresWsModule at server/sonar-server/src/main/java/org/sonar/server/custommeasure/ws/CustomMeasuresWsModule.java:25}	{Class CustomMeasuresWsModule at server/sonar-server/src/main/java/org/sonar/server/measure/custom/ws/CustomMeasuresWsModule.java:25})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.ws.CustomMeasuresWsModuleTest moved to org.sonar.server.measure.custom.ws.CustomMeasuresWsModuleTest	MOVE	{Class CustomMeasuresWsModuleTest at server/sonar-server/src/test/java/org/sonar/server/custommeasure/ws/CustomMeasuresWsModuleTest.java:28}	{Class CustomMeasuresWsModuleTest at server/sonar-server/src/test/java/org/sonar/server/measure/custom/ws/CustomMeasuresWsModuleTest.java:28})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.ws.CustomMeasuresWsTest moved to org.sonar.server.measure.custom.ws.CustomMeasuresWsTest	MOVE	{Class CustomMeasuresWsTest at server/sonar-server/src/test/java/org/sonar/server/custommeasure/ws/CustomMeasuresWsTest.java:33}	{Class CustomMeasuresWsTest at server/sonar-server/src/test/java/org/sonar/server/measure/custom/ws/CustomMeasuresWsTest.java:33})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.ws.DeleteAction moved to org.sonar.server.measure.custom.ws.DeleteAction	MOVE	{Class DeleteAction at server/sonar-server/src/main/java/org/sonar/server/custommeasure/ws/DeleteAction.java:35}	{Class DeleteAction at server/sonar-server/src/main/java/org/sonar/server/measure/custom/ws/DeleteAction.java:35})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/4a2247c24efee48de53ca07302b6810ab7205621	Move Class	Move Class org.sonar.server.custommeasure.ws.DeleteActionTest moved to org.sonar.server.measure.custom.ws.DeleteActionTest	MOVE	{Class DeleteActionTest at server/sonar-server/src/test/java/org/sonar/server/custommeasure/ws/DeleteActionTest.java:48}	{Class DeleteActionTest at server/sonar-server/src/test/java/org/sonar/server/measure/custom/ws/DeleteActionTest.java:48})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.DefaultNotificationManager moved to org.sonar.server.notification.DefaultNotificationManager	MOVE	{Class DefaultNotificationManager at sonar-core/src/main/java/org/sonar/core/notification/DefaultNotificationManager.java:43}	{Class DefaultNotificationManager at server/sonar-server/src/main/java/org/sonar/server/notification/DefaultNotificationManager.java:42})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.DefaultNotificationManagerTest moved to org.sonar.server.notification.DefaultNotificationManagerTest	MOVE	{Class DefaultNotificationManagerTest at sonar-core/src/test/java/org/sonar/core/notification/DefaultNotificationManagerTest.java:52}	{Class DefaultNotificationManagerTest at server/sonar-server/src/test/java/org/sonar/server/notification/DefaultNotificationManagerTest.java:52})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.NotificationChannelTest moved to org.sonar.server.notification.NotificationChannelTest	MOVE	{Class NotificationChannelTest at sonar-core/src/test/java/org/sonar/core/notification/NotificationChannelTest.java:29}	{Class NotificationChannelTest at server/sonar-server/src/test/java/org/sonar/server/notification/NotificationChannelTest.java:29})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.NotificationDispatcher moved to org.sonar.server.notification.NotificationDispatcher	MOVE	{Class NotificationDispatcher at sonar-core/src/main/java/org/sonar/core/notification/NotificationDispatcher.java:28}	{Class NotificationDispatcher at server/sonar-server/src/main/java/org/sonar/server/notification/NotificationDispatcher.java:28})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.NotificationDispatcherMetadata moved to org.sonar.server.notification.NotificationDispatcherMetadata	MOVE	{Class NotificationDispatcherMetadata at sonar-core/src/main/java/org/sonar/core/notification/NotificationDispatcherMetadata.java:26}	{Class NotificationDispatcherMetadata at server/sonar-server/src/main/java/org/sonar/server/notification/NotificationDispatcherMetadata.java:26})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.NotificationDispatcherMetadataTest moved to org.sonar.server.notification.NotificationDispatcherMetadataTest	MOVE	{Class NotificationDispatcherMetadataTest at sonar-core/src/test/java/org/sonar/core/notification/NotificationDispatcherMetadataTest.java:27}	{Class NotificationDispatcherMetadataTest at server/sonar-server/src/test/java/org/sonar/server/notification/NotificationDispatcherMetadataTest.java:27})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.NotificationDispatcherTest moved to org.sonar.server.notification.NotificationDispatcherTest	MOVE	{Class NotificationDispatcherTest at sonar-core/src/test/java/org/sonar/core/notification/NotificationDispatcherTest.java:36}	{Class NotificationDispatcherTest at server/sonar-server/src/test/java/org/sonar/server/notification/NotificationDispatcherTest.java:36})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.core.notification.NotificationManager moved to org.sonar.server.notification.NotificationManager	MOVE	{Interface NotificationManager at sonar-core/src/main/java/org/sonar/core/notification/NotificationManager.java:33}	{Interface NotificationManager at server/sonar-server/src/main/java/org/sonar/server/notification/NotificationManager.java:28})	T	TP	FN	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.NotificationCenter moved to org.sonar.server.notification.NotificationCenter	MOVE	{Class NotificationCenter at server/sonar-server/src/main/java/org/sonar/server/notifications/NotificationCenter.java:34}	{Class NotificationCenter at server/sonar-server/src/main/java/org/sonar/server/notification/NotificationCenter.java:33})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.NotificationCenterTest moved to org.sonar.server.notification.NotificationCenterTest	MOVE	{Class NotificationCenterTest at server/sonar-server/src/test/java/org/sonar/server/notifications/NotificationCenterTest.java:31}	{Class NotificationCenterTest at server/sonar-server/src/test/java/org/sonar/server/notification/NotificationCenterTest.java:30})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.NotificationService moved to org.sonar.server.notification.NotificationService	MOVE	{Class NotificationService at server/sonar-server/src/main/java/org/sonar/server/notifications/NotificationService.java:48}	{Class NotificationService at server/sonar-server/src/main/java/org/sonar/server/notification/NotificationService.java:46})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.NotificationServiceTest moved to org.sonar.server.notification.NotificationServiceTest	MOVE	{Class NotificationServiceTest at server/sonar-server/src/test/java/org/sonar/server/notifications/NotificationServiceTest.java:40}	{Class NotificationServiceTest at server/sonar-server/src/test/java/org/sonar/server/notification/NotificationServiceTest.java:38})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.NotificationTest moved to org.sonar.server.notification.NotificationTest	MOVE	{Class NotificationTest at server/sonar-server/src/test/java/org/sonar/server/notifications/NotificationTest.java:28}	{Class NotificationTest at server/sonar-server/src/test/java/org/sonar/server/notification/NotificationTest.java:28})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.email.AlertsEmailTemplate moved to org.sonar.server.notification.email.AlertsEmailTemplate	MOVE	{Class AlertsEmailTemplate at server/sonar-server/src/main/java/org/sonar/server/notifications/email/AlertsEmailTemplate.java:29}	{Class AlertsEmailTemplate at server/sonar-server/src/main/java/org/sonar/server/notification/email/AlertsEmailTemplate.java:29})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.email.AlertsEmailTemplateTest moved to org.sonar.server.notification.email.AlertsEmailTemplateTest	MOVE	{Class AlertsEmailTemplateTest at server/sonar-server/src/test/java/org/sonar/server/notifications/email/AlertsEmailTemplateTest.java:34}	{Class AlertsEmailTemplateTest at server/sonar-server/src/test/java/org/sonar/server/notification/email/AlertsEmailTemplateTest.java:34})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.email.EmailNotificationChannel moved to org.sonar.server.notification.email.EmailNotificationChannel	MOVE	{Class EmailNotificationChannel at server/sonar-server/src/main/java/org/sonar/server/notifications/email/EmailNotificationChannel.java:38}	{Class EmailNotificationChannel at server/sonar-server/src/main/java/org/sonar/server/notification/email/EmailNotificationChannel.java:38})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Move Class	Move Class org.sonar.server.notifications.email.EmailNotificationChannelTest moved to org.sonar.server.notification.email.EmailNotificationChannelTest	MOVE	{Class EmailNotificationChannelTest at server/sonar-server/src/test/java/org/sonar/server/notifications/email/EmailNotificationChannelTest.java:42}	{Class EmailNotificationChannelTest at server/sonar-server/src/test/java/org/sonar/server/notification/email/EmailNotificationChannelTest.java:42})	T	TP	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/abbf32571232db81a5343db17a933a9ce6923b44	Extract Interface	Extract Interface org.sonar.server.notification.NotificationManager from class org.sonar.server.notification.DefaultNotificationManager				F	TN	FP	TN		
https://github.com/icse18-refactorings/crash/commit/2801269c7e47bd6e243612654a74cee809d20959	Extract Method	Extract Method private convertPemKeyPair(pemKeyPair PEMKeyPair) : KeyPair extracted from public loadKeys() : Iterable<KeyPair> in class org.crsh.auth.FilePublicKeyProvider	EXTRACT	{Method loadKeys() at connectors/ssh/src/main/java/org/crsh/auth/FilePublicKeyProvider.java:53}	{Method convertPemKeyPair(PEMKeyPair) at connectors/ssh/src/main/java/org/crsh/auth/FilePublicKeyProvider.java:84})	T	TP	TP	TP		
https://github.com/icse18-refactorings/eclipse-themes/commit/72f61ec9b85a740fd09d10ad711e275d2ec2e564	Move Class	Move Class net.jeeeyul.eclipse.themes.test.e4app.AboutHandler moved to net.jeeeyul.eclipse.themes.test.e4app.handlers.AboutHandler	MOVE	{Class AboutHandler at net.jeeeyul.eclipse.themes.test.e4app/src/net/jeeeyul/eclipse/themes/test/e4app/AboutHandler.java:6}	{Class AboutHandler at net.jeeeyul.eclipse.themes.test.e4app/src/net/jeeeyul/eclipse/themes/test/e4app/handlers/AboutHandler.java:6})	T	TP	TP	TP		
https://github.com/icse18-refactorings/eclipse-themes/commit/72f61ec9b85a740fd09d10ad711e275d2ec2e564	Move Class	Move Class net.jeeeyul.eclipse.themes.test.e4app.SplashHandler moved to net.jeeeyul.eclipse.themes.test.e4app.handlers.SplashHandler	MOVE	{Class SplashHandler at net.jeeeyul.eclipse.themes.test.e4app/src/net/jeeeyul/eclipse/themes/test/e4app/SplashHandler.java:6}	{Class SplashHandler at net.jeeeyul.eclipse.themes.test.e4app/src/net/jeeeyul/eclipse/themes/test/e4app/handlers/SplashHandler.java:6})	T	TP	TP	TP		
https://github.com/icse18-refactorings/eclipse-themes/commit/72f61ec9b85a740fd09d10ad711e275d2ec2e564	Move Class	Move Class net.jeeeyul.eclipse.themes.test.e4app.TestView moved to net.jeeeyul.eclipse.themes.test.e4app.views.TestView	MOVE	{Class TestView at net.jeeeyul.eclipse.themes.test.e4app/src/net/jeeeyul/eclipse/themes/test/e4app/TestView.java:9}	{Class TestView at net.jeeeyul.eclipse.themes.test.e4app/src/net/jeeeyul/eclipse/themes/test/e4app/views/TestView.java:9})	T	TP	TP	TP		
https://github.com/icse18-refactorings/jodd/commit/722ef9156896248ef3fbe83adde0f6ff8f46856a	Extract Method	Extract Method protected resolveFormEncoding() : String extracted from protected formBuffer() : Buffer in class jodd.http.HttpBase				T	FN	TP	TP		
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Move Class	Move Class net.bytebuddy.dynamic.TargetType.TypeVariableProxy moved to net.bytebuddy.description.type.generic.GenericTypeDescription.Visitor.Substitutor.ForRawType.TypeVariableProxy				T	FN	FN	TP		
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Move Class	Move Class net.bytebuddy.dynamic.TargetType.TypeVariableProxy.Retaining moved to net.bytebuddy.description.type.generic.GenericTypeDescription.Visitor.Substitutor.ForRawType.TypeVariableProxy.Retaining	MOVE	{Enum Retaining at byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/TargetType.java:90}	{Enum Retaining at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/generic/GenericTypeDescription.java:403})	T	TP	TP	FN		
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Move Method	Move Method public onMethod(methodDescription MethodDescription) : TypeVariableProxy from class net.bytebuddy.dynamic.TargetType.TypeVariableProxy.Extractor to public onMethod(methodDescription MethodDescription) : TypeVariableProxy from class net.bytebuddy.description.type.generic.GenericTypeDescription.Visitor.Substitutor.ForRawType	MOVE	{Method onMethod(MethodDescription) at byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/TargetType.java:161}	{Method onMethod(MethodDescription) at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/generic/GenericTypeDescription.java:320})	F	FP	FP	TN		
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Move Method	Move Method public onType(typeDescription TypeDescription) : TypeVariableProxy from class net.bytebuddy.dynamic.TargetType.TypeVariableProxy.Extractor to public onType(typeDescription TypeDescription) : TypeVariableProxy from class net.bytebuddy.description.type.generic.GenericTypeDescription.Visitor.Substitutor.ForRawType	MOVE	{Method onType(TypeDescription) at byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/TargetType.java:154}	{Method onType(TypeDescription) at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/generic/GenericTypeDescription.java:313})	F	FP	FP	TN		
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Pull Up Method	Pull Up Method resolve(GenericTypeDescription) from class net.bytebuddy.dynamic.TargetType.TypeVariableProxy.Retaining to resolve(GenericTypeDescription) from class net.bytebuddy.description.type.generic.GenericTypeDescription.Visitor.Substitutor.ForRawType.TypeVariableProxy	PULL_UP_SIGNATURE	{Method resolve(GenericTypeDescription) at byte-buddy-dep/src/main/java/net/bytebuddy/dynamic/TargetType.java:94}	{Method resolve(GenericTypeDescription) at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/generic/GenericTypeDescription.java:401})	F	FP	TN	TN	Gustavo/Danilo	FP/FP
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Pull Up Method	Pull Up Method getInterfacesGen() from class net.bytebuddy.description.type.TypeDescription to getInterfacesGen() from class net.bytebuddy.description.type.generic.GenericTypeDescription	PULL_UP	{Method getInterfacesGen() at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/TypeDescription.java:168}	{Method getInterfacesGen() at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/generic/GenericTypeDescription.java:26})	T	TP	FN	FN	Gustavo/Ricardo	TP/TP
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Pull Up Method	Pull Up Method getSuperTypeGen() from class net.bytebuddy.description.type.TypeDescription to getSuperTypeGen() from class net.bytebuddy.description.type.generic.GenericTypeDescription	PULL_UP	{Method getSuperTypeGen() at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/TypeDescription.java:159}	{Method getSuperTypeGen() at byte-buddy-dep/src/main/java/net/bytebuddy/description/type/generic/GenericTypeDescription.java:24})	T	TP	FN	FN	Gustavo/Ricardo	TP/TP
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Extract Method	Extract Method public resolve(typeDescription GenericTypeDescription, substitute TypeDescription) : GenericTypeDescription extracted from protected resolveFieldType(instrumentedType TypeDescription) : TypeDescription in class net.bytebuddy.dynamic.DynamicType.Builder.AbstractBase.FieldToken				F	TN	FP	TN		
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Extract Method	Extract Method public resolve(typeDescription GenericTypeDescription, substitute TypeDescription) : GenericTypeDescription extracted from protected resolveReturnType(instrumentedType TypeDescription) : TypeDescription in class net.bytebuddy.dynamic.DynamicType.Builder.AbstractBase.MethodToken				F	TN	FP	TN		
https://github.com/icse18-refactorings/byte-buddy/commit/372f4ae6cebcd664e3b43cade356d1df233f6467	Extract Method	Extract Method public resolve(typeDescription GenericTypeDescription, substitute TypeDescription) : GenericTypeDescription extracted from public prepare(instrumentedType InstrumentedType) : InstrumentedType in class net.bytebuddy.implementation.FieldAccessor.ForNamedField.PreparationHandler.FieldDefiner				F	TN	FP	TN		
https://github.com/icse18-refactorings/commafeed/commit/18a7bd1fd1a83b3b8d1b245e32f78c0b4443b7a7	Extract Method	Extract Method private fetch(url String) : byte[] extracted from public fetch(feed Feed) : byte[] in class com.commafeed.backend.favicon.DefaultFaviconFetcher				T	FN	FN	TP		
https://github.com/icse18-refactorings/fabric8/commit/8127b21a220ca677c4e59961d019e7753da7ea6e	Extract Method	Extract Method protected getProbe(prefix String) : Probe extracted from protected getLivenessProbe() : Probe in class io.fabric8.maven.JsonMojo	EXTRACT	{Method getLivenessProbe() at fabric8-maven-plugin/src/main/java/io/fabric8/maven/JsonMojo.java:836}	{Method getProbe(String) at fabric8-maven-plugin/src/main/java/io/fabric8/maven/JsonMojo.java:845})	T	TP	TP	TP		
https://github.com/icse18-refactorings/quasar/commit/c22d40fab8dfe4c5cad9ba582caf0855ff64b324	Extract Method	Extract Method protected failedSubscribe(s Subscriber<? super T>, t Throwable) : void extracted from public subscribe(s Subscriber<? super T>) : void in class co.paralleluniverse.strands.channels.reactivestreams.ChannelPublisher				T	FN	TP	TP		
https://github.com/icse18-refactorings/quasar/commit/c22d40fab8dfe4c5cad9ba582caf0855ff64b324	Extract Method	Extract Method protected failedSubscribe(s Subscription) : void extracted from public onSubscribe(s Subscription) : void in class co.paralleluniverse.strands.channels.reactivestreams.ChannelSubscriber				T	FN	TP	TP		
https://github.com/icse18-refactorings/moco/commit/55ffa2f3353c5dc77fe6b790e5e045b76a07a772	Pull Up Method	Pull Up Method protected onRequestAttached(matcher RequestMatcher) : HttpResponseSetting from class com.github.dreamhead.moco.internal.ActualHttpServer to protected onRequestAttached(matcher RequestMatcher) : HttpResponseSetting from class com.github.dreamhead.moco.internal.HttpConfiguration	PULL_UP	{Method onRequestAttached(RequestMatcher) at moco-core/src/main/java/com/github/dreamhead/moco/internal/ActualHttpServer.java:99}	{Method onRequestAttached(RequestMatcher) at moco-core/src/main/java/com/github/dreamhead/moco/internal/HttpConfiguration.java:76})	T	TP	TP	TP		
https://github.com/icse18-refactorings/moco/commit/55ffa2f3353c5dc77fe6b790e5e045b76a07a772	Pull Up Method	Pull Up Method public redirectTo(url String) : HttpResponseSetting from class com.github.dreamhead.moco.internal.ActualHttpServer to public redirectTo(url String) : HttpResponseSetting from class com.github.dreamhead.moco.internal.HttpConfiguration	PULL_UP	{Method redirectTo(String) at moco-core/src/main/java/com/github/dreamhead/moco/internal/ActualHttpServer.java:94}	{Method redirectTo(String) at moco-core/src/main/java/com/github/dreamhead/moco/internal/HttpConfiguration.java:71})	T	TP	TP	TP		
